100026.txt,	Final cells: 889
1620056.txt,	Final cells: 23139
1620057.txt,	Final cells: 97537
1620061.txt,	Final cells: 96335
1620062.txt,	Final cells: 146645
1620063.txt,	Final cells: 5372
1620064.txt,	Final cells: 3491
1620066.txt,	Final cells: 161507
1620068.txt,	Final cells: 231824
162092.txt,	Final cells: 13664
162100.txt,	Final cells: 3107
1621241.txt,	Final cells: 1961
162282.txt,	Final cells: 11542
162283.txt,	Final cells: 17393
162284.txt,	Final cells: 91719
162285.txt,	Final cells: 389869
1623063.txt,	Final cells: 385138
1623064.txt,	Final cells: 12072
162330.txt,	Final cells: 10442
162331.txt,	Final cells: 1825
162332.txt,	Final cells: 3881
162333.txt,	Final cells: 282
162334.txt,	Final cells: 6669
162335.txt,	Final cells: 2608
162336.txt,	Final cells: 2667
162337.txt,	Final cells: 572
162338.txt,	Final cells: 3256
162399.txt,	Final cells: 57372
1624039.txt,	Final cells: 1290
162575.txt,	Final cells: 3279
1626828.txt,	Final cells: 3971
1628448.txt,	Final cells: 6852
1628449.txt,	Final cells: 65814
1628454.txt,	Final cells: 8789
1628455.txt,	Final cells: 7597
162861.txt,	Final cells: 63128
162862.txt,	Final cells: 62689
162863.txt,	Final cells: 39239
162890.txt,	Final cells: 3405
162892.txt,	Final cells: 2315
162893.txt,	Final cells: 1505
162898.txt,	Final cells: 10838
1629496.txt,	Final cells: 2175
163021.txt,	Final cells: 184023
163738.txt,	Final cells: 11510
163739.txt,	Final cells: 26781
163740.txt,	Final cells: 17855
163758.txt,	Final cells: 57641
163760.txt,	Final cells: 157059
163761.txt,	Final cells: 57802
163762.txt,	Final cells: 66159
163763.txt,	Final cells: 78902
163764.txt,	Final cells: 537814
1646872.txt,	Final cells: 21919
1646897.txt,	Final cells: 14008
1646931.txt,	Final cells: 651
165154.txt,	Final cells: 530980
1652975.txt,	Final cells: 1299
1652976.txt,	Final cells: 1412
165845.txt,	Final cells: 11235
165846.txt,	Final cells: 22379
165847.txt,	Final cells: 2833
166277.txt,	Final cells: 549917
166279.txt,	Final cells: 96020
166280.txt,	Final cells: 133034
1663773.txt,	Final cells: 97281
1663774.txt,	Final cells: 92797
167064.txt,	Final cells: 442447
167069.txt,	Final cells: 469127
167107.txt,	Final cells: 104993
167108.txt,	Final cells: 247682
167109.txt,	Final cells: 509802
167110.txt,	Final cells: 338440
167111.txt,	Final cells: 515203
167112.txt,	Final cells: 693463
167113.txt,	Final cells: 823014
167114.txt,	Final cells: 1137214
167850.txt,	Final cells: 63296
168074.txt,	Final cells: 558
168075.txt,	Final cells: 747
168076.txt,	Final cells: 1184
168077.txt,	Final cells: 260
168078.txt,	Final cells: 13201
168079.txt,	Final cells: 2092
168080.txt,	Final cells: 58850
1681115.txt,	Final cells: 39819
1681116.txt,	Final cells: 43457
1681117.txt,	Final cells: 55127
1681118.txt,	Final cells: 21201
1681119.txt,	Final cells: 2107
1681120.txt,	Final cells: 2208
1681121.txt,	Final cells: 51393
1681122.txt,	Final cells: 40127
1681123.txt,	Final cells: 22622
1681124.txt,	Final cells: 23069
1681182.txt,	Final cells: 126
1681183.txt,	Final cells: 174
1681184.txt,	Final cells: 150
1681234.txt,	Final cells: 77028
1681235.txt,	Final cells: 76414
1681236.txt,	Final cells: 85933
1681237.txt,	Final cells: 38062
1681239.txt,	Final cells: 96122
168904.txt,	Final cells: 204194
168905.txt,	Final cells: 39876
168906.txt,	Final cells: 379683
168907.txt,	Final cells: 43931
168908.txt,	Final cells: 71659
168909.txt,	Final cells: 99158
168928.txt,	Final cells: 414
1693696.txt,	Final cells: 10319
169526.txt,	Final cells: 535059
1698946.txt,	Final cells: 827972
1698947.txt,	Final cells: 2005326
170133.txt,	Final cells: 14257
170134.txt,	Final cells: 1074
170135.txt,	Final cells: 18331
170179.txt,	Final cells: 221256
170180.txt,	Final cells: 455198
170185.txt,	Final cells: 1013604
1706456.txt,	Final cells: 117781
1706457.txt,	Final cells: 86229
1706458.txt,	Final cells: 104337
1706459.txt,	Final cells: 113557
1706460.txt,	Final cells: 102908
1706461.txt,	Final cells: 116254
1706462.txt,	Final cells: 90142
1706463.txt,	Final cells: 266595
1706464.txt,	Final cells: 234180
1706465.txt,	Final cells: 104505
1706466.txt,	Final cells: 568027
1706467.txt,	Final cells: 335631
1706468.txt,	Final cells: 208988
1706469.txt,	Final cells: 429366
1706470.txt,	Final cells: 633213
1706471.txt,	Final cells: 146758
1706472.txt,	Final cells: 326131
1706474.txt,	Final cells: 125761
1706475.txt,	Final cells: 1250933
1706476.txt,	Final cells: 319181
1706477.txt,	Final cells: 1668724
1708614.txt,	Final cells: 38607
170991.txt,	Final cells: 133059
1716273.txt,	Final cells: 649115
1716274.txt,	Final cells: 933913
1716275.txt,	Final cells: 319706
1716276.txt,	Final cells: 1389791
1716277.txt,	Final cells: 644019
1716278.txt,	Final cells: 1012950
1716279.txt,	Final cells: 2541510
1716280.txt,	Final cells: 526863
1716281.txt,	Final cells: 585597
1716282.txt,	Final cells: 974837
1716283.txt,	Final cells: 100352
1716284.txt,	Final cells: 6
1716285.txt,	Final cells: 114
1716286.txt,	Final cells: 2659
1717684.txt,	Final cells: 1335571
1722406.txt,	Final cells: 152815
1722408.txt,	Final cells: 202875
1722409.txt,	Final cells: 160826
1722410.txt,	Final cells: 3474
1722411.txt,	Final cells: 12079
1722412.txt,	Final cells: 31818
1722413.txt,	Final cells: 5963
1722414.txt,	Final cells: 34467
1722415.txt,	Final cells: 6717
1722417.txt,	Final cells: 5963
1722418.txt,	Final cells: 5929
1722419.txt,	Final cells: 20593
1722420.txt,	Final cells: 34467
1722421.txt,	Final cells: 173844
1722422.txt,	Final cells: 183877
1722423.txt,	Final cells: 398139
1722424.txt,	Final cells: 245145
1722425.txt,	Final cells: 168462
174325.txt,	Final cells: 1984
1743321.txt,	Final cells: 16675
1743322.txt,	Final cells: 39434
1745353.txt,	Final cells: 71967
1745354.txt,	Final cells: 73033
1750620.txt,	Final cells: 87363
1750622.txt,	Final cells: 118215
1750623.txt,	Final cells: 40217
175194.txt,	Final cells: 5215
1758046.txt,	Final cells: 27706
175914.txt,	Final cells: 3185
175915.txt,	Final cells: 420
176193.txt,	Final cells: 106187
1764652.txt,	Final cells: 30956
1764653.txt,	Final cells: 40274
177007.txt,	Final cells: 1071
177008.txt,	Final cells: 1068
177009.txt,	Final cells: 1068
1772289.txt,	Final cells: 1423184
1772294.txt,	Final cells: 1819922
1772295.txt,	Final cells: 1470138
1772309.txt,	Final cells: 3046635
1772312.txt,	Final cells: 1844620
1772543.txt,	Final cells: 181
1772591.txt,	Final cells: 212
1772593.txt,	Final cells: 269
1777452.txt,	Final cells: 6764
1778123.txt,	Final cells: 1570629
178192.txt,	Final cells: 12391
178193.txt,	Final cells: 15091
178194.txt,	Final cells: 47282
178195.txt,	Final cells: 70459
178196.txt,	Final cells: 4391
178197.txt,	Final cells: 24388
178199.txt,	Final cells: 11962
178200.txt,	Final cells: 14507
178201.txt,	Final cells: 38574
178202.txt,	Final cells: 1033
178226.txt,	Final cells: 11633
178340.txt,	Final cells: 858913
180689.txt,	Final cells: 13380
180690.txt,	Final cells: 16233
180691.txt,	Final cells: 17424
180692.txt,	Final cells: 18079
180693.txt,	Final cells: 27323
180694.txt,	Final cells: 13973
185290.txt,	Final cells: 13141
185291.txt,	Final cells: 42823
185292.txt,	Final cells: 21329
185293.txt,	Final cells: 1063283
185719.txt,	Final cells: 12914
186199.txt,	Final cells: 18459
186200.txt,	Final cells: 17664
186201.txt,	Final cells: 18885
186202.txt,	Final cells: 17968
186203.txt,	Final cells: 17973
186204.txt,	Final cells: 18700
186541.txt,	Final cells: 383
186542.txt,	Final cells: 4992
186543.txt,	Final cells: 903
186544.txt,	Final cells: 2373
186545.txt,	Final cells: 66
186546.txt,	Final cells: 3195
186547.txt,	Final cells: 7007
186548.txt,	Final cells: 7481
186549.txt,	Final cells: 1588
186550.txt,	Final cells: 6008
186551.txt,	Final cells: 212
186552.txt,	Final cells: 210
186553.txt,	Final cells: 311
186554.txt,	Final cells: 2624
186555.txt,	Final cells: 9011
186556.txt,	Final cells: 9341
186557.txt,	Final cells: 6449
186558.txt,	Final cells: 6612
186559.txt,	Final cells: 28916
186560.txt,	Final cells: 6905
187279.txt,	Final cells: 6
187280.txt,	Final cells: 140
187281.txt,	Final cells: 383
187282.txt,	Final cells: 1998
187283.txt,	Final cells: 593
187284.txt,	Final cells: 5427
187285.txt,	Final cells: 20350
187543.txt,	Final cells: 23380
187991.txt,	Final cells: 87679
187992.txt,	Final cells: 16071
187996.txt,	Final cells: 1066373
188018.txt,	Final cells: 683
188019.txt,	Final cells: 1057942
188402.txt,	Final cells: 744
188403.txt,	Final cells: 8357
188495.txt,	Final cells: 6913
188496.txt,	Final cells: 866
188497.txt,	Final cells: 867
188498.txt,	Final cells: 2627
188499.txt,	Final cells: 2185
188500.txt,	Final cells: 2182
188501.txt,	Final cells: 114
188502.txt,	Final cells: 2778
188503.txt,	Final cells: 2494
188504.txt,	Final cells: 17946
188505.txt,	Final cells: 7990
188506.txt,	Final cells: 20548
189403.txt,	Final cells: 84004
189404.txt,	Final cells: 160725
189519.txt,	Final cells: 6797
189520.txt,	Final cells: 2327
190247.txt,	Final cells: 5731
190248.txt,	Final cells: 10389
190249.txt,	Final cells: 2499
190250.txt,	Final cells: 6068
190252.txt,	Final cells: 367687
190253.txt,	Final cells: 133295
190399.txt,	Final cells: 13039
190401.txt,	Final cells: 11799
190402.txt,	Final cells: 18575
190415.txt,	Final cells: 5917
190698.txt,	Final cells: 191084
191072.txt,	Final cells: 45062
191077.txt,	Final cells: 1364
191078.txt,	Final cells: 3690
191079.txt,	Final cells: 246
191081.txt,	Final cells: 14648
191369.txt,	Final cells: 365613
191963.txt,	Final cells: 1711
191964.txt,	Final cells: 3217
191965.txt,	Final cells: 4853
191966.txt,	Final cells: 8197
191967.txt,	Final cells: 6536
191968.txt,	Final cells: 13272
192039.txt,	Final cells: 2331
192041.txt,	Final cells: 7016
192042.txt,	Final cells: 16362
193955.txt,	Final cells: 25938
194884.txt,	Final cells: 921
195196.txt,	Final cells: 12462
195680.txt,	Final cells: 90
195682.txt,	Final cells: 96672
195683.txt,	Final cells: 145606
195684.txt,	Final cells: 146795
195685.txt,	Final cells: 170688
195686.txt,	Final cells: 203236
195696.txt,	Final cells: 3332
195697.txt,	Final cells: 3131
195698.txt,	Final cells: 13811
195699.txt,	Final cells: 476510
195700.txt,	Final cells: 403092
196121.txt,	Final cells: 2553
196122.txt,	Final cells: 2571
196123.txt,	Final cells: 1464
196124.txt,	Final cells: 59108
196125.txt,	Final cells: 49424
196126.txt,	Final cells: 23594
196127.txt,	Final cells: 22736
196130.txt,	Final cells: 203075
196138.txt,	Final cells: 201740
196187.txt,	Final cells: 14403
196188.txt,	Final cells: 5839
196189.txt,	Final cells: 7103
196190.txt,	Final cells: 10957
196191.txt,	Final cells: 11955
196192.txt,	Final cells: 12009
196193.txt,	Final cells: 2525
196194.txt,	Final cells: 6515
196195.txt,	Final cells: 6610
196196.txt,	Final cells: 5696
196207.txt,	Final cells: 43704
196208.txt,	Final cells: 14481
196209.txt,	Final cells: 28474
196210.txt,	Final cells: 71607
196211.txt,	Final cells: 98027
197005.txt,	Final cells: 717548
197882.txt,	Final cells: 337708
199524.txt,	Final cells: 69384
199659.txt,	Final cells: 139355
199660.txt,	Final cells: 143235
199661.txt,	Final cells: 143231
199662.txt,	Final cells: 139360
199663.txt,	Final cells: 139970
199664.txt,	Final cells: 453968
199814.txt,	Final cells: 35191
199818.txt,	Final cells: 1561
199819.txt,	Final cells: 1807
199820.txt,	Final cells: 54
200003.txt,	Final cells: 85
200004.txt,	Final cells: 2645
200005.txt,	Final cells: 5440
200006.txt,	Final cells: 2757
200007.txt,	Final cells: 10029
200008.txt,	Final cells: 17594
200009.txt,	Final cells: 32989
200010.txt,	Final cells: 43821
200011.txt,	Final cells: 59052
200074.txt,	Final cells: 245153
200075.txt,	Final cells: 292891
200076.txt,	Final cells: 346008
200077.txt,	Final cells: 262046
200078.txt,	Final cells: 240362
200079.txt,	Final cells: 227138
200080.txt,	Final cells: 315107
200081.txt,	Final cells: 230645
200082.txt,	Final cells: 254710
200083.txt,	Final cells: 328666
200212.txt,	Final cells: 577
200369.txt,	Final cells: 29649
200683.txt,	Final cells: 205
200684.txt,	Final cells: 138
200685.txt,	Final cells: 389
200687.txt,	Final cells: 315
200688.txt,	Final cells: 1761
200689.txt,	Final cells: 702
200690.txt,	Final cells: 749
200691.txt,	Final cells: 770
200692.txt,	Final cells: 769
200693.txt,	Final cells: 773
200694.txt,	Final cells: 624
200695.txt,	Final cells: 6831
200696.txt,	Final cells: 32228
200697.txt,	Final cells: 20540
200961.txt,	Final cells: 50467
200962.txt,	Final cells: 60427
200963.txt,	Final cells: 70709
200964.txt,	Final cells: 57715
200965.txt,	Final cells: 57982
200966.txt,	Final cells: 45225
200967.txt,	Final cells: 48216
200968.txt,	Final cells: 52521
200969.txt,	Final cells: 55238
200973.txt,	Final cells: 55238
201511.txt,	Final cells: 7976751
201957.txt,	Final cells: 10746
201958.txt,	Final cells: 1425
201959.txt,	Final cells: 3695
201960.txt,	Final cells: 291
201961.txt,	Final cells: 2796
201962.txt,	Final cells: 568
202263.txt,	Final cells: 91721
202264.txt,	Final cells: 85112
202265.txt,	Final cells: 102206
202266.txt,	Final cells: 73175
202267.txt,	Final cells: 89618
203169.txt,	Final cells: 1678199
203217.txt,	Final cells: 788
203218.txt,	Final cells: 210589
203280.txt,	Final cells: 299
203281.txt,	Final cells: 574
203282.txt,	Final cells: 288486
203283.txt,	Final cells: 252358
203284.txt,	Final cells: 201871
203285.txt,	Final cells: 356789
203286.txt,	Final cells: 136683
203287.txt,	Final cells: 17964
203288.txt,	Final cells: 23221
203289.txt,	Final cells: 65314
203290.txt,	Final cells: 62752
203298.txt,	Final cells: 122357
203344.txt,	Final cells: 588819
203860.txt,	Final cells: 158975
203983.txt,	Final cells: 88192
204243.txt,	Final cells: 97560
204267.txt,	Final cells: 38945
204391.txt,	Final cells: 38145
204392.txt,	Final cells: 39113
204393.txt,	Final cells: 10849
204394.txt,	Final cells: 53917
204396.txt,	Final cells: 178056
204397.txt,	Final cells: 71782
204477.txt,	Final cells: 36120
204951.txt,	Final cells: 1394
204952.txt,	Final cells: 774
204953.txt,	Final cells: 1162
204954.txt,	Final cells: 1263
204955.txt,	Final cells: 1513
204956.txt,	Final cells: 1846
204957.txt,	Final cells: 2434
204958.txt,	Final cells: 2158
204959.txt,	Final cells: 1459
204960.txt,	Final cells: 1635
204961.txt,	Final cells: 2329
204962.txt,	Final cells: 3984
205448.txt,	Final cells: 36
205449.txt,	Final cells: 12877
205450.txt,	Final cells: 1623
205624.txt,	Final cells: 97845
206038.txt,	Final cells: 1177771
206317.txt,	Final cells: 26075
206318.txt,	Final cells: 90846
206319.txt,	Final cells: 132052
206431.txt,	Final cells: 219818
206462.txt,	Final cells: 98105
206492.txt,	Final cells: 88705
206493.txt,	Final cells: 128889
206494.txt,	Final cells: 5372
206495.txt,	Final cells: 6587
208247.txt,	Final cells: 44923
208248.txt,	Final cells: 32057
208267.txt,	Final cells: 9795
208367.txt,	Final cells: 102
208547.txt,	Final cells: 14924
208632.txt,	Final cells: 98077
208718.txt,	Final cells: 1587
208719.txt,	Final cells: 371
208720.txt,	Final cells: 3850
208721.txt,	Final cells: 4196
208722.txt,	Final cells: 2301
208723.txt,	Final cells: 26602
208724.txt,	Final cells: 2335
208725.txt,	Final cells: 4770
208726.txt,	Final cells: 14897
208727.txt,	Final cells: 23588
208728.txt,	Final cells: 18524
208730.txt,	Final cells: 8469
208731.txt,	Final cells: 64430
208732.txt,	Final cells: 37423
208741.txt,	Final cells: 301128
208810.txt,	Final cells: 21469
209086.txt,	Final cells: 17600
209087.txt,	Final cells: 133007
209795.txt,	Final cells: 24112
209796.txt,	Final cells: 101612
211915.txt,	Final cells: 9801
212094.txt,	Final cells: 21987
212098.txt,	Final cells: 23448
212133.txt,	Final cells: 2835
212134.txt,	Final cells: 8021
212135.txt,	Final cells: 29538
212136.txt,	Final cells: 51320
212137.txt,	Final cells: 302447
212138.txt,	Final cells: 883204
213384.txt,	Final cells: 3142
213385.txt,	Final cells: 3051
213386.txt,	Final cells: 302
213387.txt,	Final cells: 832
213388.txt,	Final cells: 34885
213389.txt,	Final cells: 1461
213390.txt,	Final cells: 2257
213887.txt,	Final cells: 33354
213888.txt,	Final cells: 51906
213889.txt,	Final cells: 74015
214246.txt,	Final cells: 711
214247.txt,	Final cells: 1693
214248.txt,	Final cells: 1267
214249.txt,	Final cells: 477
214250.txt,	Final cells: 1257
214251.txt,	Final cells: 522
214252.txt,	Final cells: 392
214253.txt,	Final cells: 980
214255.txt,	Final cells: 1344
214256.txt,	Final cells: 5441
214479.txt,	Final cells: 111
214480.txt,	Final cells: 101
214481.txt,	Final cells: 12202
214482.txt,	Final cells: 28345
214675.txt,	Final cells: 18750
214676.txt,	Final cells: 22411
214904.txt,	Final cells: 2461
215844.txt,	Final cells: 76621
215845.txt,	Final cells: 5800
215846.txt,	Final cells: 3561
215990.txt,	Final cells: 17568
215991.txt,	Final cells: 80
215992.txt,	Final cells: 5780
215993.txt,	Final cells: 48883
216761.txt,	Final cells: 2888009
216762.txt,	Final cells: 109
216763.txt,	Final cells: 1925831
217015.txt,	Final cells: 564
217016.txt,	Final cells: 2814
217017.txt,	Final cells: 4289
217018.txt,	Final cells: 5223
217019.txt,	Final cells: 4424
217020.txt,	Final cells: 3969
217022.txt,	Final cells: 3787
217023.txt,	Final cells: 6626
217024.txt,	Final cells: 8217
217025.txt,	Final cells: 17042
217026.txt,	Final cells: 3616
217027.txt,	Final cells: 17768
217028.txt,	Final cells: 15490
217029.txt,	Final cells: 8922
217030.txt,	Final cells: 17098
217031.txt,	Final cells: 11408
218729.txt,	Final cells: 204530
218730.txt,	Final cells: 32725
218731.txt,	Final cells: 206235
220653.txt,	Final cells: 1005
221686.txt,	Final cells: 936564
222140.txt,	Final cells: 17504
222687.txt,	Final cells: 147711
222688.txt,	Final cells: 223589
222689.txt,	Final cells: 231778
222690.txt,	Final cells: 30648
222691.txt,	Final cells: 179651
222692.txt,	Final cells: 416482
222693.txt,	Final cells: 228986
222694.txt,	Final cells: 296325
222695.txt,	Final cells: 316093
222696.txt,	Final cells: 224655
222697.txt,	Final cells: 143380
222698.txt,	Final cells: 452454
222747.txt,	Final cells: 44412
222781.txt,	Final cells: 22956
222782.txt,	Final cells: 28250
222783.txt,	Final cells: 122904
223146.txt,	Final cells: 42078
223730.txt,	Final cells: 27307
223731.txt,	Final cells: 135374
224026.txt,	Final cells: 94223
224108.txt,	Final cells: 45572
224503.txt,	Final cells: 205694
224504.txt,	Final cells: 131242
224829.txt,	Final cells: 94150
225354.txt,	Final cells: 6402
225935.txt,	Final cells: 2687
225936.txt,	Final cells: 2650
225937.txt,	Final cells: 4979
225939.txt,	Final cells: 2110
225940.txt,	Final cells: 1737
225941.txt,	Final cells: 2683
225943.txt,	Final cells: 16437
